title,vacancy_type,work_experience,salary,currency,region,salary_min,salary_max,exp_min,exp_max,salary_mean,exp_mean,country
Начинающий специалист по DevOps направлению (практика),other,1–3 года,з/п не указана,,Красноярск,0,0,1,3,0,2,Россия
"PHP-программист (Backend, Middle)",WB,1–3 года,от 80 000 руб. на руки,RUB,Москва,0,80000,1,3,67500,2,Россия
Дата-аналитик,DA,1–3 года,з/п не указана,,Якутск,0,0,1,3,0,2,Россия
Senior Back-end / Full-stack developer,SE,1–3 года,от 200 000 до 400 000 руб. на руки,RUB,Москва,200000,400000,1,3,300000,2,Россия
Support Engineer,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Game Data Analyst,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Game Data Analyst,DA,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Automation Specialist (IT),other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Системный аналитик продукта Видеоаналитика,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Game Data Analyst,DA,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
Андройд-разработчик (JAVA),SE,1–3 года,от 40 000 до 50 000 руб. на руки,RUB,Краснодар,40000,50000,1,3,45000,2,Россия
Game Data Analyst,DA,1–3 года,з/п не указана,,Таганрог,0,0,1,3,0,2,Россия
Junior PHP developer,SE,1–3 года,до 70 000 руб. на руки,RUB,Санкт-Петербург,0,70000,1,3,52500,2,Россия
Инженер-разработчик ASIC,SE,1–3 года,з/п не указана,,Румянцево,0,0,1,3,0,2,Россия
Game Data Analyst,DA,1–3 года,з/п не указана,,Ульяновск,0,0,1,3,0,2,Россия
Data engineer в СберМаркет,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Специалист команды тех.поддержки,other,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
BI аналитик (Middle),DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик приложений iOS,SE,1–3 года,от 40 000 до 50 000 руб. на руки,RUB,Краснодар,40000,50000,1,3,45000,2,Россия
QA engineer на продукт Smart Rollout (Big Data),BD,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Marketing Analyst,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
DevOps Engineer (Infrastructure),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Golang Developer (HIS),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
BI Аналитик DWH,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Middle Node.JS-developer (remote),SE,1–3 года,от 150 000 до 250 000 руб. на руки,RUB,Псков,150000,250000,1,3,200000,2,Россия
Разработчик 1С УХ,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий разработчик C++,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик BI / Аналитик,DA,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
Тьютор (преподаватель) в школу программирования KIBERone,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер в ИТ,SE,1–3 года,з/п не указана,,Самара,0,0,1,3,0,2,Россия
Web-аналитик,DA,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Full-stack разработчик,SE,1–3 года,з/п не указана,,Томск,0,0,1,3,0,2,Россия
Java разработчик / специалист по межсистемной интеграции (Главный инженер),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Frontend разработчик киберполигон Ampire,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий  инженер-электронщик / Ведущий программист C++,SE,1–3 года,от 147 000 до 170 000 руб. до вычета налогов,RUB,Санкт-Петербург,147000,170000,1,3,158500,2,Россия
Web-аналитик,DA,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
Product Manager,other,1–3 года,з/п не указана,,Воронеж,0,0,1,3,0,2,Россия
Frontend разработчик киберполигон Ampire,SE,1–3 года,з/п не указана,,Томск,0,0,1,3,0,2,Россия
Web-аналитик,DA,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
Web-аналитик,DA,1–3 года,з/п не указана,,Владимир,0,0,1,3,0,2,Россия
Linux инженер (R&D),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Web-аналитик,DA,1–3 года,з/п не указана,,Самара,0,0,1,3,0,2,Россия
Embedded developer [id12433],SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Руководитель отдела,other,1–3 года,з/п не указана,,Краснодар,0,0,1,3,0,2,Россия
SRE инженер,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер - программист (космические системы),SE,1–3 года,от 85 000 руб. до вычета налогов,RUB,Химки,0,85000,1,3,63750,2,Россия
Начинающий специалист по DevOps направлению (практикант),other,1–3 года,з/п не указана,,Сочи,0,0,1,3,0,2,Россия
Инженер по тестированию (backend),SE,1–3 года,з/п не указана,,Рязань,0,0,1,3,0,2,Россия
Инженер технической поддержки L2 (Infrastructure),SE,1–3 года,от 140 000 руб. на руки,RUB,Москва,0,140000,1,3,117500,2,Россия
Администратор проекта (technical account manager\Linux engineer),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Java разработчик в команду Model Risk Management,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик MS Power BI (Центр компетенций BI),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Специалист технической поддержки,other,1–3 года,от 40 000 до 70 000 руб. на руки,RUB,Москва,40000,70000,1,3,55000,2,Россия
Разработчик MS Power BI (Центр компетенций BI),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Программист-стажёр,other,1–3 года,от 15 000 до 50 000 руб. до вычета налогов,RUB,Ульяновск,15000,50000,1,3,32500,2,Россия
Специалист технической поддержки,other,1–3 года,от 45 000 до 49 500 руб. на руки,RUB,Краснодар,45000,49500,1,3,47250,2,Россия
Директор направления в Отдел скоринга,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Аналитик Управления активами и пассивами,DA,1–3 года,до 80 000 руб. до вычета налогов,RUB,Санкт-Петербург,0,80000,1,3,60000,2,Россия
"Разработчик Go, Социальная коммерция",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-программист в Лабораторию виртуальной и дополненной реальности ВКИ НГУ,SE,1–3 года,з/п не указана,,Новосибирск,0,0,1,3,0,2,Россия
Руководитель направления Business Intelligence (BI),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик RPA в scrum-команду,SE,1–3 года,от 100 000 до 150 000 руб. до вычета налогов,RUB,Москва,100000,150000,1,3,125000,2,Россия
Junior Flutter разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Web-программист,WB,1–3 года,от 45 000 до 60 000 руб. на руки,RUB,Иркутск,45000,60000,1,3,52500,2,Россия
Разработчик ETL,SE,1–3 года,з/п не указана,,Пермь,0,0,1,3,0,2,Россия
Разработчик Big Data / Hadoop (Middle / Senior),BD,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
DevOps инженер (Junior),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик Big Data / Hadoop (Middle / Senior),BD,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Инженер-разработчик / инженер-программист / embedded developer,SE,1–3 года,от 110 000 руб. на руки,RUB,Санкт-Петербург,0,110000,1,3,82500,2,Россия
"Data Engineer (Microsoft Azure, Middle)",other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
"Data Engineer (Microsoft Azure, Middle)",other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Системный программист С/С++ (разработка ОС Аврора),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный программист С/С++ (разработка ОС Аврора),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Системный программист С/С++ (разработка ОС Аврора),SE,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
Frontend developer (Angular),SE,1–3 года,до 3 000 USD на руки,USD,Москва,0,3000,1,3,2625,2,Россия
QA Engineer (Контакт - центр),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Android разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Frontend developer (Angular),SE,1–3 года,до 3 000 USD на руки,USD,Санкт-Петербург,0,3000,1,3,2250,2,Россия
Ментор курса «Тестирование по QA»,other,1–3 года,з/п не указана,,Ижевск,0,0,1,3,0,2,Россия
Java developer SberGeoData,SE,1–3 года,з/п не указана,,Самара,0,0,1,3,0,2,Россия
QA Engineer / Специалист по тестированию ПО,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Архитектор баз данных / Программист SQL,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Java-разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный программист Си,other,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
Программист микроконтроллеров,other,1–3 года,от 70 000 до 120 000 руб. до вычета налогов,RUB,Тула,70000,120000,1,3,95000,2,Россия
Разработчик Java (интеграционная платформа),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Golang разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик Power BI,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Аналитик информационной безопасности,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Специалист по машинному обучению (Data scientist),DS,1–3 года,з/п не указана,,Уфа,0,0,1,3,0,2,Россия
Программист SQL,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер по автоматизированному тестированию (Python),SE,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
Инженер-электроник,SE,1–3 года,от 100 000 руб. на руки,RUB,Люберцы,0,100000,1,3,75000,2,Россия
Разработчик С++,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист-аналитик данных телепроектов,DA,1–3 года,от 53 000 до 75 000 руб. на руки,RUB,Москва,53000,75000,1,3,64000,2,Россия
Инженер-программист С++,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий инженер по автоматизированному тестированию / Automated QA Engineer (JavaScript),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный аналитик (стрим ВиСОД),DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-программист,SE,1–3 года,от 56 000 руб. на руки,RUB,Красноярск,0,56000,1,3,42000,2,Россия
Программист по автоматизации бизнес процессов,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
"Разработчик/Администратор Atlassian (Jira, Jira ServiceManagement, Confluence)",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер по обеспечению доступности систем (SRE),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Специалист DevSecOps,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
BI Developer (Middle),SE,1–3 года,з/п не указана,,Пермь,0,0,1,3,0,2,Россия
Golang-разработчик (Рекомендательная система),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный администратор,other,1–3 года,от 140 000 до 180 000 руб. на руки,RUB,Москва,140000,180000,1,3,160000,2,Россия
QA Automation Engineer (Middle/Senior),other,1–3 года,з/п не указана,,Калининград,0,0,1,3,0,2,Россия
Программист JS,other,1–3 года,от 115 000 до 220 000 руб. до вычета налогов,RUB,Рыбинск,115000,220000,1,3,167500,2,Россия
Программист-разработчик,SE,1–3 года,от 35 000 руб. на руки,RUB,Пермь,0,35000,1,3,26250,2,Россия
PHP Developer (Middle),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Инженер технической поддержки L2 (Infrastructure),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик C#,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Frontend-разработчик (VueJS),SE,1–3 года,от 120 000 до 150 000 руб. на руки,RUB,Казань,120000,150000,1,3,135000,2,Россия
Senior QA engineer (Python),other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Go Developer,SE,1–3 года,от 150 000 до 200 000 руб. на руки,RUB,Санкт-Петербург,150000,200000,1,3,175000,2,Россия
Frontend Developer (middle),SE,1–3 года,з/п не указана,,Йошкар-Ола,0,0,1,3,0,2,Россия
System Administrator,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Веб-аналитик разработчик (Web Analytics Developer),DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер по информационной безопасности (Application Security),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
QA Automation Engineer,other,1–3 года,з/п не указана,,Курган,0,0,1,3,0,2,Россия
UI разработчик,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Data Engineer (Кампании продаж),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Специалист технической поддержки приложений для Smart TV,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Консультант 1С (АПА),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Ведущий программист C/C++,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер по тестированию / QA engineer,SE,1–3 года,до 80 000 руб. на руки,RUB,Москва,0,80000,1,3,67500,2,Россия
Middle C/С++ developer(1310),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Старший программист C/C++,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист 1С,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Старший аналитик данных,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-разработчик Java,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
QA инженер с функциями инженера технической поддержки,SE,1–3 года,от 70 000 до 110 000 руб. на руки,RUB,Москва,70000,110000,1,3,90000,2,Россия
Разработчик Oracle (PL/SQL),SE,1–3 года,з/п не указана,,Томск,0,0,1,3,0,2,Россия
Старший системный администратор (PostgreSQL/PostgresPRO),other,1–3 года,з/п не указана,,Севастополь,0,0,1,3,0,2,Россия
Программист Machine learning,ML,1–3 года,з/п не указана,,Тверь,0,0,1,3,0,2,Россия
Backend-разработчик,SE,1–3 года,от 200 000 руб. на руки,RUB,Москва,0,200000,1,3,175000,2,Россия
Инженер-программист React js,SE,1–3 года,от 120 000 руб. до вычета налогов,RUB,Москва,0,120000,1,3,102500,2,Россия
QA engineer в on-line кинотеатр KION (Пермь),other,1–3 года,з/п не указана,,Пермь,0,0,1,3,0,2,Россия
Ведущий инженер сопровождения платформы облачных продуктов,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
BackEnd-разработчик (Full Stack),SE,1–3 года,от 60 000 до 100 000 руб. до вычета налогов,RUB,Пенза,60000,100000,1,3,80000,2,Россия
Machine Learning Engineer (Middle),ML,1–3 года,з/п не указана,,Калининград,0,0,1,3,0,2,Россия
Риск-технолог (Розничный кредитный конвейер),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
С++ Developer по развитию продукта,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
С++ Developer по развитию продукта,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
NodeJS разработчик,SE,1–3 года,от 100 000 до 200 000 руб. на руки,RUB,Москва,100000,200000,1,3,150000,2,Россия
Инженер 3й линии поддержки (SL3/SRE Engineer) - Удаленно,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
С++ Developer по развитию продукта,SE,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
Инженер-программист (Linux),SE,1–3 года,от 60 000 до 100 000 руб. до вычета налогов,RUB,Пенза,60000,100000,1,3,80000,2,Россия
"Data Engineer Middle+/Senior, Remote",other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Data Scientist,DS,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
"Инженер по автоматизации тестирования мобильных приложений, Приложение продавца",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-программист встраиваемых систем (embedded developer),SE,1–3 года,от 60 000 до 100 000 руб. на руки,RUB,Санкт-Петербург,60000,100000,1,3,80000,2,Россия
DevOps инженер,SE,1–3 года,от 80 000 до 120 000 руб. на руки,RUB,Новосибирск,80000,120000,1,3,100000,2,Россия
Frontend-разработчик,SE,1–3 года,от 100 000 до 215 000 руб. до вычета налогов,RUB,Санкт-Петербург,100000,215000,1,3,157500,2,Россия
"Full Stack Golang Developer (Кипр, Ларнака)",SE,1–3 года,от 3 000 до 4 000 EUR до вычета налогов,EUR,Москва,3000,4000,1,3,3500,2,Россия
Инженер-программист,SE,1–3 года,от 30 000 руб. на руки,RUB,Омск,0,30000,1,3,22500,2,Россия
Системный аналитик,DA,1–3 года,от 150 000 руб. на руки,RUB,Москва,0,150000,1,3,130000,2,Россия
Программист,other,1–3 года,з/п не указана,,Иркутск,0,0,1,3,0,2,Россия
Инженер-тестировщик (QA Engineer),SE,1–3 года,от 100 000 руб. на руки,RUB,Екатеринбург,0,100000,1,3,75000,2,Россия
"Инженер по автоматизации тестирования Typescript, Поиск и Каталог",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-программист АСУ ТП,SE,1–3 года,от 159 471 до 224 546 руб. на руки,RUB,Уфа,159471,224546,1,3,192009,2,Россия
Аналитик на BI (GameDev),DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Data Engineer (Data Office),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Testing Engineer (KasperskyOS),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Golang-разработчик,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
"Инженер по тестированию, ERP и учетные системы, СЭД",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-программист по автоматизации и СМ,SE,1–3 года,от 75 000 до 100 000 руб. на руки,RUB,Владивосток,75000,100000,1,3,87500,2,Россия
Программист аналитического отдела,other,1–3 года,от 90 000 руб. до вычета налогов,RUB,Москва,0,90000,1,3,67500,2,Россия
Сценарист/разработчик бота,SE,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
Сценарист/разработчик бота,SE,1–3 года,з/п не указана,,Ульяновск,0,0,1,3,0,2,Россия
Специалист по нагрузочному тестированию,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный аналитик Почтоматы,DA,1–3 года,з/п не указана,,Новосибирск,0,0,1,3,0,2,Россия
"Инженер Devops (ООО ""СОФТТЕЛЕМАТИКА"")",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Middle Frontend Developer,SE,1–3 года,от 120 000 руб. до вычета налогов,RUB,Ростов-на-Дону,0,120000,1,3,90000,2,Россия
Разработчик алгоритмов навигации летательных аппаратов,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Specialist DevOps,other,1–3 года,до 280 000 руб. на руки,RUB,Казань,0,280000,1,3,210000,2,Россия
Middle Frontend Developer (Angular),SE,1–3 года,от 1 700 до 2 300 EUR на руки,EUR,Санкт-Петербург,1700,2300,1,3,2000,2,Россия
Программист приложений,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
SRE/ Site Reliability Engineer (IT продукт/CDP платформа),other,1–3 года,от 150 000 до 190 000 руб. на руки,RUB,Москва,150000,190000,1,3,170000,2,Россия
QA Automation engineer,other,1–3 года,от 100 000 руб. на руки,RUB,Екатеринбург,0,100000,1,3,75000,2,Россия
Разработчик C#,SE,1–3 года,от 120 000 руб. до вычета налогов,RUB,Санкт-Петербург,0,120000,1,3,100000,2,Россия
Руководитель направления CRM,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Специалист направления валидациии / Data Scientist,DS,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик C#,SE,1–3 года,от 120 000 руб. до вычета налогов,RUB,Самара,0,120000,1,3,90000,2,Россия
"Разработчик Go, Маркетплейс, Доставка, Чекаут, Корзина",SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
"Программист SQL (SQL, ETL)",other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Помощник программиста 1С,other,1–3 года,от 80 000 руб. на руки,RUB,Тольятти,0,80000,1,3,60000,2,Россия
Сетевой инженер-тестировщик,SE,1–3 года,з/п не указана,,Рязань,0,0,1,3,0,2,Россия
Программист-наставник,other,1–3 года,от 50 000 до 100 000 руб. до вычета налогов,RUB,Москва,50000,100000,1,3,75000,2,Россия
Middle Web AQA Engineer (Java),WB,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
QA Engineer,other,1–3 года,з/п не указана,,Волгоград,0,0,1,3,0,2,Россия
Java разработчик,SE,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
Middle Mobile AQA Engineer,other,1–3 года,з/п не указана,,Самара,0,0,1,3,0,2,Россия
Middle Mobile AQA Engineer,other,1–3 года,з/п не указана,,Нижний Новгород,0,0,1,3,0,2,Россия
Middle Mobile AQA Engineer,other,1–3 года,з/п не указана,,Казань,0,0,1,3,0,2,Россия
Quality Assurance Engineer / QA / Middle,other,1–3 года,з/п не указана,,Калининград,0,0,1,3,0,2,Россия
Программист C++/Qt,other,1–3 года,от 140 000 руб. на руки,RUB,Санкт-Петербург,0,140000,1,3,125000,2,Россия
Бизнес - аналитик,DA,1–3 года,з/п не указана,,Набережные Челны,0,0,1,3,0,2,Россия
Ведущий специалист (Пентестер) отдела киберразведки,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Администратор сопровождения торгово-клиринговой системы,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Программист 1С,other,1–3 года,з/п не указана,,Волжский,0,0,1,3,0,2,Россия
Программист C#,other,1–3 года,от 140 000 руб. на руки,RUB,Санкт-Петербург,0,140000,1,3,125000,2,Россия
Программист 1С,other,1–3 года,з/п не указана,,Волгоград,0,0,1,3,0,2,Россия
Программист Си под ОС Linux,other,1–3 года,от 50 000 руб. на руки,RUB,Томск,0,50000,1,3,37500,2,Россия
Специалист по защите информации,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Старший разработчик БД PostgreSQL,SE,1–3 года,з/п не указана,,Воронеж,0,0,1,3,0,2,Россия
Разработчик BMC Remedy (Удаленно),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Системный аналитик,DA,1–3 года,з/п не указана,,Тверь,0,0,1,3,0,2,Россия
Data Scientist (Северсталь Диджитал),DS,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Помощник Devops (удалённая работа),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Помощник Devops (удалённая работа),other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Data Scientist (Северсталь Диджитал),DS,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
"Инженер-программист 1 категории (ДП САУ ПБ «ЭС», СНК)",SE,1–3 года,от 47 000 до 112 000 руб. до вычета налогов,RUB,Санкт-Петербург,47000,112000,1,3,79500,2,Россия
Инженер-разработчик ПО для встраиваемых систем (embedded),SE,1–3 года,до 150 000 руб. на руки,RUB,Москва,0,150000,1,3,130000,2,Россия
Разработчик Creatio,SE,1–3 года,з/п не указана,,Ярославль,0,0,1,3,0,2,Россия
Devops TeamLead,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Fullstack разработчик (PHP/JS),SE,1–3 года,от 150 000 до 200 000 руб. на руки,RUB,Санкт-Петербург,150000,200000,1,3,175000,2,Россия
Системный администратор Linux,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
"PHP программист, удаленно",WB,1–3 года,от 150 000 до 150 000 руб. на руки,RUB,Москва,150000,150000,1,3,150000,2,Россия
Quality Engineer [MTS Travel],other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Middle Ruby Developer,SE,1–3 года,от 2 500 EUR до вычета налогов,EUR,Москва,0,2500,1,3,2000,2,Россия
Senior QA Engineer / Lead QA (backend),other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Data Engineer,other,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Middle backend developer (ML Space AutoML),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Test specialist (Q&A Инженер),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Аналитик/ Ведущий аналитик,DA,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
BI - разработчик (IoT Analytics),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик MS SQL,SE,1–3 года,з/п не указана,,Екатеринбург,0,0,1,3,0,2,Россия
Go Developer,SE,1–3 года,от 200 000 до 350 000 руб. до вычета налогов,RUB,Москва,200000,350000,1,3,275000,2,Россия
Разработчик Java/MAXIMO,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Разработчик C++ (middle/senior),SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Middle Node.JS developer,SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
DevOps Engineer,other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
"Программист-разработчик С#, CRM Creatio",SE,1–3 года,з/п не указана,,Краснодар,0,0,1,3,0,2,Россия
Инженер-программист С++ (Воронеж),SE,1–3 года,з/п не указана,,Воронеж,0,0,1,3,0,2,Россия
Data Engineer (Middle),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Frontend разработчик (React),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
Инженер-программист FPGA,SE,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Trader (remote),other,1–3 года,з/п не указана,,Москва,0,0,1,3,0,2,Россия
Инженер-тестировщик / QA Engineer,SE,1–3 года,от 120 000 до 150 000 руб. на руки,RUB,Москва,120000,150000,1,3,135000,2,Россия
Инженер-тестировщик / QA Engineer / Специалист по тестированию,SE,1–3 года,от 80 000 до 120 000 руб. на руки,RUB,Москва,80000,120000,1,3,100000,2,Россия
Специалист технической поддержки,other,1–3 года,з/п не указана,,Иркутск,0,0,1,3,0,2,Россия
Ведущий инженер-программист (WEB),SE,1–3 года,з/п не указана,,Санкт-Петербург,0,0,1,3,0,2,Россия
